voters,processing_time,num_shards,reputation_history,malicious_distribution,total_nodes,malicious_nodes,attack_pattern,enable_reshuffling,final_reputation_node_0,final_reputation_node_1,final_reputation_node_2,final_reputation_node_3,final_reputation_node_4,final_reputation_node_5,final_reputation_node_6,final_reputation_node_7,final_reputation_node_8,final_reputation_node_9,final_malicious_distribution,voting_results,voters_vs_time,timestamp,num_nodes,malicious_ratio,num_voters
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[0.00013494491577148438, 0.00045299530029296875, 0.0006608963012695312, 0.0006880760192871094, 0.0006988048553466797, 0.0005650520324707031, 0.0006561279296875, 0.0006830692291259766, 0.0004839897155761719, 0.00030422210693359375, 0.0009448528289794922, 0.0006620883941650391, 0.0007200241088867188, 0.0007119178771972656, 0.0007071495056152344, 0.0004649162292480469, 0.00075531005859375, 0.0001571178436279297, 0.0003731250762939453, 0.0006251335144042969]",4,"[{'node_0': 1.0, 'node_1': 1.0, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 1.0, 'node_1': 1.0, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 1.0, 'node_1': 1.0, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 1.0, 'node_1': 1.0, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 1.0, 'node_1': 1.0, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 1.0, 'node_1': 1.0, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 1.0, 'node_1': 1.0, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 1.0, 'node_1': 1.0, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 1.0, 'node_1': 1.0, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 1.0, 'node_1': 1.0, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 0.20373823967607801, 'node_1': 0.204211310908257, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 0.20373823967607801, 'node_1': 0.204211310908257, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 0.20373823967607801, 'node_1': 0.204211310908257, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 0.20373823967607801, 'node_1': 0.204211310908257, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 0.20373823967607801, 'node_1': 0.204211310908257, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 0.20373823967607801, 'node_1': 0.204211310908257, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 0.20373823967607801, 'node_1': 0.204211310908257, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 0.20373823967607801, 'node_1': 0.204211310908257, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 0.20373823967607801, 'node_1': 0.204211310908257, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}, {'node_0': 0.20373823967607801, 'node_1': 0.204211310908257, 'node_2': 1.0, 'node_3': 1.0, 'node_4': 1.0, 'node_5': 1.0, 'node_6': 1.0, 'node_7': 1.0, 'node_8': 1.0, 'node_9': 1.0}]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",10,2,On-Off,True,0.1823852733148908,0.16417333395084238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,"[{'voter_id': 'voter_1', 'candidate_id': 'candidate_3', 'shard_id': 2, 'timestamp': 0.0013661384582519531}, {'voter_id': 'voter_2', 'candidate_id': 'candidate_3', 'shard_id': 1, 'timestamp': 0.10199618339538574}, {'voter_id': 'voter_3', 'candidate_id': 'candidate_1', 'shard_id': 3, 'timestamp': 0.20389819145202637}, {'voter_id': 'voter_4', 'candidate_id': 'candidate_2', 'shard_id': 2, 'timestamp': 0.3058321475982666}, {'voter_id': 'voter_5', 'candidate_id': 'candidate_3', 'shard_id': 3, 'timestamp': 0.4078211784362793}, {'voter_id': 'voter_6', 'candidate_id': 'candidate_2', 'shard_id': 0, 'timestamp': 0.5088851451873779}, {'voter_id': 'voter_7', 'candidate_id': 'candidate_2', 'shard_id': 0, 'timestamp': 0.610368013381958}, {'voter_id': 'voter_8', 'candidate_id': 'candidate_3', 'shard_id': 3, 'timestamp': 0.7122323513031006}, {'voter_id': 'voter_9', 'candidate_id': 'candidate_2', 'shard_id': 2, 'timestamp': 0.8152172565460205}, {'voter_id': 'voter_10', 'candidate_id': 'candidate_3', 'shard_id': 1, 'timestamp': 0.9166152477264404}, {'voter_id': 'voter_11', 'candidate_id': 'candidate_2', 'shard_id': 1, 'timestamp': 65.34811806678772}, {'voter_id': 'voter_12', 'candidate_id': 'candidate_1', 'shard_id': 0, 'timestamp': 65.4501211643219}, {'voter_id': 'voter_13', 'candidate_id': 'candidate_1', 'shard_id': 1, 'timestamp': 65.55209922790527}, {'voter_id': 'voter_14', 'candidate_id': 'candidate_3', 'shard_id': 2, 'timestamp': 65.65411925315857}, {'voter_id': 'voter_15', 'candidate_id': 'candidate_1', 'shard_id': 3, 'timestamp': 65.75611710548401}, {'voter_id': 'voter_16', 'candidate_id': 'candidate_1', 'shard_id': 0, 'timestamp': 65.85790729522705}, {'voter_id': 'voter_17', 'candidate_id': 'candidate_3', 'shard_id': 2, 'timestamp': 65.95978331565857}, {'voter_id': 'voter_18', 'candidate_id': 'candidate_1', 'shard_id': 2, 'timestamp': 66.06113624572754}, {'voter_id': 'voter_19', 'candidate_id': 'candidate_1', 'shard_id': 3, 'timestamp': 66.16264224052429}, {'voter_id': 'voter_20', 'candidate_id': 'candidate_1', 'shard_id': 3, 'timestamp': 66.26433205604553}]","[(1, 0.00013494491577148438), (2, 0.0005879402160644531), (3, 0.0012488365173339844), (4, 0.0019369125366210938), (5, 0.0026357173919677734), (6, 0.0032007694244384766), (7, 0.0038568973541259766), (8, 0.004539966583251953), (9, 0.005023956298828125), (10, 0.005328178405761719), (11, 0.006273031234741211), (12, 0.00693511962890625), (13, 0.007655143737792969), (14, 0.008367061614990234), (15, 0.009074211120605469), (16, 0.009539127349853516), (17, 0.010294437408447266), (18, 0.010451555252075195), (19, 0.01082468032836914), (20, 0.011449813842773438)]",20250511_201854,10,0.2,20
